league,season,team,player,goals_p90,assists_p90,selection,goal_assist_p90,team_success
ITA-Serie A,2526,Inter,Francesco Acerbi,0.0,0.07,ITA,0.07,18
ITA-Serie A,2526,Inter,Francesco Esposito,0.4,0.17,ITA,0.57,18
ITA-Serie A,2526,Inter,Hakan Çalhanoğlu,0.49,0.22,TUR,0.71,16
ITA-Serie A,2526,Inter,Henrikh Mkhitaryan,0.23,0.06,ARM,0.29,12
ITA-Serie A,2526,Inter,Lautaro Martínez,0.71,0.25,ARG,0.96,21
ITA-Serie A,2526,Inter,Luis Henrique,0.06,0.11,BRA,0.17,14
ITA-Serie A,2526,Inter,Manuel Akanji,0.06,0.0,SUI,0.06,26
ITA-Serie A,2526,Inter,Marcus Thuram,0.62,0.28,FRA,0.9,19
ITA-Serie A,2526,Inter,Nicolò Barella,0.11,0.29,ITA,0.39,25
ITA-Serie A,2526,Inter,Petar Sučić,0.1,0.1,CRO,0.2,21
ITA-Serie A,2526,Inter,Piotr Zieliński,0.26,0.13,POL,0.4,26
ITA-Serie A,2526,Inter,Stefan de Vrij,0.0,0.0,NED,0.0,8
ITA-Serie A,2526,Inter,Yann Aurel Bisseck,0.14,0.05,GER,0.19,19
ITA-Serie A,2526,Inter,Yann Sommer,0.0,0.0,SUI,0.0,30
ITA-Serie A,2526,Juventus,Andrea Cambiaso,0.1,0.13,ITA,0.23,26
ITA-Serie A,2526,Juventus,Dušan Vlahović,0.65,0.09,SRB,0.74,12
ITA-Serie A,2526,Juventus,Fabio Miretti,0.15,0.29,ITA,0.44,6
ITA-Serie A,2526,Juventus,Federico Gatti,0.16,0.0,ITA,0.16,13
ITA-Serie A,2526,Juventus,Filip Kostić,0.56,0.19,SRB,0.75,4
ITA-Serie A,2526,Juventus,Francisco Conceição,0.13,0.22,POR,0.35,18
ITA-Serie A,2526,Juventus,Gleison Bremer,0.17,0.12,BRA,0.29,19
ITA-Serie A,2526,Juventus,Jeremie Boga,0.53,0.0,CIV,0.53,6
ITA-Serie A,2526,Juventus,Jonathan David,0.3,0.2,CAN,0.51,14
ITA-Serie A,2526,Juventus,Kenan Yıldız,0.32,0.19,TUR,0.51,26
ITA-Serie A,2526,Juventus,Khéphren Thuram,0.11,0.11,FRA,0.22,25
ITA-Serie A,2526,Juventus,Lloyd Kelly,0.03,0.03,ENG,0.06,30
ITA-Serie A,2526,Juventus,Loïs Openda,0.14,0.0,BEL,0.14,8
ITA-Serie A,2526,Juventus,Manuel Locatelli,0.03,0.06,ITA,0.09,28
ITA-Serie A,2526,Juventus,Mattia Perin,0.0,0.0,ITA,0.0,9
ITA-Serie A,2526,Juventus,Michele Di Gregorio,0.0,0.0,ITA,0.0,25
ITA-Serie A,2526,Juventus,Pierre Kalulu,0.05,0.11,FRA,0.16,30
ITA-Serie A,2526,Juventus,Teun Koopmeiners,0.0,0.0,NED,0.0,22
ITA-Serie A,2526,Juventus,Weston McKennie,0.16,0.16,USA,0.32,31
ITA-Serie A,2526,Lazio,Adam Marušić,0.03,0.06,MNE,0.1,30
ITA-Serie A,2526,Lazio,Alessio Romagnoli,0.0,0.0,ITA,0.0,30
ITA-Serie A,2526,Lazio,Boulaye Dia,0.07,0.14,SEN,0.22,11
ITA-Serie A,2526,Lazio,Daniel Maldini,0.26,0.13,ITA,0.39,11
ITA-Serie A,2526,Lazio,Danilo Cataldi,0.14,0.14,ITA,0.27,26
ITA-Serie A,2526,Lazio,Edoardo Motta,0.0,0.0,ITA,0.0,10
ITA-Serie A,2526,Lazio,Fisayo Dele-Bashiru,0.08,0.0,NGA,0.08,16
ITA-Serie A,2526,Lazio,Gustav Isaksen,0.28,0.06,DEN,0.34,19
ITA-Serie A,2526,Lazio,Ivan Provedel,0.0,0.0,ITA,0.0,27
ITA-Serie A,2526,Lazio,Kenneth Taylor,0.19,0.13,NED,0.32,17
ITA-Serie A,2526,Lazio,Luca Pellegrini,0.06,0.0,ITA,0.06,18
ITA-Serie A,2526,Lazio,Manuel Lazzari,0.0,0.0,ITA,0.0,10
ITA-Serie A,2526,Lazio,Mario Gila,0.0,0.0,ESP,0.0,28
ITA-Serie A,2526,Lazio,Matteo Cancellieri,0.21,0.1,ITA,0.31,22
ITA-Serie A,2526,Lazio,Mattia Zaccagni,0.13,0.0,ITA,0.13,21
ITA-Serie A,2526,Lazio,Mattéo Guendouzi,0.13,0.06,FRA,0.19,12
ITA-Serie A,2526,Lazio,Matías Vecino,0.0,0.15,URU,0.15,4
ITA-Serie A,2526,Lazio,Nicolò Rovella,0.0,0.18,ITA,0.18,6
ITA-Serie A,2526,Lazio,Nuno Tavares,0.0,0.0,POR,0.0,18
ITA-Serie A,2526,Lazio,Oliver Nielsen,0.0,0.0,DEN,0.0,19
ITA-Serie A,2526,Lazio,Patric,0.0,0.0,ESP,0.0,8
ITA-Serie A,2526,Lazio,Pedro,0.46,0.18,ESP,0.64,13
ITA-Serie A,2526,Lazio,Reda Belahyane,0.0,0.3,MAR,0.3,10
ITA-Serie A,2526,Lazio,Tijjani Noslin,0.31,0.16,NED,0.47,14
ITA-Serie A,2526,Lazio,Toma Bašić,0.1,0.16,CRO,0.26,20
ITA-Serie A,2526,Lazio,Valentín Castellanos,0.26,0.39,ARG,0.65,7
ITA-Serie A,2526,Lecce,Antonino Gallo,0.0,0.12,ITA,0.12,43
ITA-Serie A,2526,Lecce,Corrie Ndaba,0.0,0.0,IRL,0.0,12
ITA-Serie A,2526,Lecce,Danilo Veiga,0.0,0.03,POR,0.03,42
ITA-Serie A,2526,Lecce,Francesco Camarda,0.13,0.0,ITA,0.13,10
ITA-Serie A,2526,Lecce,Jamil Siebert,0.05,0.0,GER,0.05,29
ITA-Serie A,2526,Lecce,Kialonda,0.0,0.0,ANG,0.0,25
ITA-Serie A,2526,Lecce,Konan N'dri,0.33,0.0,CIV,0.33,14
ITA-Serie A,2526,Lecce,Lameck Banda,0.26,0.21,ZAM,0.46,22
ITA-Serie A,2526,Lecce,Lassana Coulibaly,0.1,0.03,MLI,0.13,34
ITA-Serie A,2526,Lecce,Medon Berisha,0.21,0.31,ALB,0.52,10
ITA-Serie A,2526,Lecce,Mohamed Kaba,0.0,0.0,GUI,0.0,12
ITA-Serie A,2526,Lecce,Nikola Štulić,0.21,0.0,SRB,0.21,22
ITA-Serie A,2526,Lecce,Omri Gandelman,0.18,0.09,ISR,0.28,12
ITA-Serie A,2526,Lecce,Oumar Ngom,0.0,0.0,MTN,0.0,15
ITA-Serie A,2526,Lecce,Riccardo Sottil,0.08,0.17,ITA,0.25,14
ITA-Serie A,2526,Lecce,Santiago Pierotti,0.03,0.07,ARG,0.1,34
ITA-Serie A,2526,Lecce,Tete Morente,0.0,0.0,ESP,0.0,14
ITA-Serie A,2526,Lecce,Tiago Gabriel,0.06,0.0,POR,0.06,46
ITA-Serie A,2526,Lecce,Walid Cheddira,0.27,0.09,MAR,0.36,16
ITA-Serie A,2526,Lecce,Wladimiro Falcone,0.0,0.0,ITA,0.0,50
ITA-Serie A,2526,Lecce,Ylber Ramadani,0.03,0.0,ALB,0.03,45
ITA-Serie A,2526,Lecce,Youssef Maleh,0.0,0.0,MAR,0.0,9
ITA-Serie A,2526,Milan,Adrien Rabiot,0.21,0.14,FRA,0.35,25
ITA-Serie A,2526,Milan,Alexis Saelemaekers,0.1,0.1,BEL,0.19,30
ITA-Serie A,2526,Milan,Ardon Jashari,0.0,0.13,SUI,0.13,7
ITA-Serie A,2526,Milan,Christian Pulisic,0.45,0.22,USA,0.67,14
ITA-Serie A,2526,Milan,Christopher Nkunku,0.46,0.2,FRA,0.66,13
ITA-Serie A,2526,Milan,Davide Bartesaghi,0.07,0.0,ITA,0.07,27
ITA-Serie A,2526,Milan,Fikayo Tomori,0.0,0.07,ENG,0.07,21
ITA-Serie A,2526,Milan,Koni De Winter,0.05,0.05,BEL,0.1,21
ITA-Serie A,2526,Milan,Luka Modrić,0.06,0.1,CRO,0.16,26
ITA-Serie A,2526,Milan,Matteo Gabbia,0.0,0.0,ITA,0.0,25
ITA-Serie A,2526,Milan,Mike Maignan,0.0,0.0,FRA,0.0,35
ITA-Serie A,2526,Milan,Niclas Füllkrug,0.14,0.0,GER,0.14,6
ITA-Serie A,2526,Milan,Pervis Estupiñán,0.09,0.09,ECU,0.17,6
ITA-Serie A,2526,Milan,Rafael Leão,0.44,0.15,POR,0.58,22
ITA-Serie A,2526,Milan,Ruben Loftus-Cheek,0.24,0.08,ENG,0.32,11
ITA-Serie A,2526,Milan,Samuele Ricci,0.07,0.27,ITA,0.34,17
ITA-Serie A,2526,Milan,Santiago Giménez,0.0,0.1,MEX,0.1,11
ITA-Serie A,2526,Milan,Strahinja Pavlović,0.16,0.03,SRB,0.19,33
ITA-Serie A,2526,Milan,Youssouf Fofana,0.08,0.12,FRA,0.2,21
ITA-Serie A,2526,Milan,Zachary Athekame,0.22,0.22,SUI,0.43,11
ITA-Serie A,2526,Napoli,Alessandro Buongiorno,0.0,0.04,ITA,0.04,29
ITA-Serie A,2526,Napoli,Alex Meret,0.0,0.09,ITA,0.09,12
ITA-Serie A,2526,Napoli,Alisson Santos,0.43,0.0,BRA,0.43,9
ITA-Serie A,2526,Napoli,Amir Rrahmani,0.1,0.05,KVX,0.15,15
ITA-Serie A,2526,Napoli,Andre-Frank Zambo Anguissa,0.29,0.07,CMR,0.36,14
ITA-Serie A,2526,Napoli,Antonio Vergara,0.15,0.29,ITA,0.44,9
ITA-Serie A,2526,Napoli,Billy Gilmour,0.11,0.0,SCO,0.11,5
ITA-Serie A,2526,Napoli,David Neres,0.29,0.29,BRA,0.59,7
ITA-Serie A,2526,Napoli,Elif Elmas,0.05,0.15,MKD,0.2,22
ITA-Serie A,2526,Napoli,Giovanni Di Lorenzo,0.08,0.04,ITA,0.12,23
ITA-Serie A,2526,Napoli,Juan Jesus,0.0,0.0,BRA,0.0,18
ITA-Serie A,2526,Napoli,Kevin De Bruyne,0.39,0.15,BEL,0.54,8
ITA-Serie A,2526,Napoli,Leonardo Spinazzola,0.14,0.14,ITA,0.28,20
ITA-Serie A,2526,Napoli,Mathías Olivera,0.0,0.0,URU,0.0,13
ITA-Serie A,2526,Napoli,Matteo Politano,0.08,0.2,ITA,0.29,23
ITA-Serie A,2526,Napoli,Miguel Gutiérrez,0.06,0.06,ESP,0.12,18
ITA-Serie A,2526,Napoli,Noa Lang,0.14,0.27,NED,0.41,4
ITA-Serie A,2526,Napoli,Rasmus Højlund,0.39,0.16,DEN,0.56,31
ITA-Serie A,2526,Napoli,Sam Beukema,0.11,0.0,NED,0.11,19
ITA-Serie A,2526,Napoli,Scott McTominay,0.32,0.1,SCO,0.42,27
ITA-Serie A,2526,Napoli,Stanislav Lobotka,0.04,0.04,SVK,0.07,30
ITA-Serie A,2526,Napoli,Vanja Milinković-Savić,0.0,0.04,SRB,0.04,24
ITA-Serie A,2526,Parma,Abdoulaye Ndiaye,0.0,0.0,SEN,0.0,10
ITA-Serie A,2526,Parma,Adrian Benedyczak,0.18,0.18,POL,0.37,7
ITA-Serie A,2526,Parma,Adrian Bernabe,0.11,0.04,ESP,0.15,33
ITA-Serie A,2526,Parma,Alessandro Circati,0.03,0.0,AUS,0.03,34
ITA-Serie A,2526,Parma,Christian Ordoñez,0.08,0.0,ARG,0.08,14
ITA-Serie A,2526,Parma,Edoardo Corvi,0.0,0.0,ITA,0.0,18
ITA-Serie A,2526,Parma,Emanuele Valeri,0.0,0.07,ITA,0.07,32
ITA-Serie A,2526,Parma,Enrico Delprato,0.06,0.0,ITA,0.06,40
ITA-Serie A,2526,Parma,Gabriel Strefezza,0.18,0.18,BRA,0.36,13
ITA-Serie A,2526,Parma,Gaetano Oristanio,0.1,0.0,ITA,0.1,13
ITA-Serie A,2526,Parma,Hans Nicolussi Caviglia,0.0,0.31,ITA,0.31,11
ITA-Serie A,2526,Parma,Jacob Ondrejka,0.0,0.0,SWE,0.0,14
ITA-Serie A,2526,Parma,Lautaro Valenti,0.0,0.0,ARG,0.0,31
ITA-Serie A,2526,Parma,Mandela Keita,0.03,0.03,BEL,0.06,37
ITA-Serie A,2526,Parma,Mariano Troilo,0.06,0.0,ARG,0.06,26
ITA-Serie A,2526,Parma,Mateo Pellegrino,0.27,0.03,ARG,0.3,38
ITA-Serie A,2526,Parma,Mathias Løvik,0.0,0.0,NOR,0.0,8
ITA-Serie A,2526,Parma,Nahuel Estévez,0.0,0.09,ARG,0.09,11
ITA-Serie A,2526,Parma,Oliver Jensen,0.05,0.05,DEN,0.1,28
ITA-Serie A,2526,Parma,Patrick Cutrone,0.1,0.0,ITA,0.1,11
ITA-Serie A,2526,Parma,Pontus Almqvist,0.0,0.2,SWE,0.2,7
ITA-Serie A,2526,Parma,Sascha Britschgi,0.0,0.09,SUI,0.09,27
ITA-Serie A,2526,Parma,Zion Suzuki,0.0,0.0,JPN,0.0,28
ITA-Serie A,2526,Pisa,Adrian Šemper,0.0,0.0,CRO,0.0,42
ITA-Serie A,2526,Pisa,Antonio Caracciolo,0.06,0.0,ITA,0.06,60
ITA-Serie A,2526,Pisa,Arturo Calabresi,0.0,0.0,ITA,0.0,30
ITA-Serie A,2526,Pisa,Ebenezer Akinsanmiro,0.0,0.06,NGA,0.06,29
ITA-Serie A,2526,Pisa,Felipe Loyola,0.17,0.0,CHI,0.17,15
ITA-Serie A,2526,Pisa,Filip Stojilković,0.0,0.0,SUI,0.0,16
ITA-Serie A,2526,Pisa,Francesco Coppola,0.0,0.0,ITA,0.0,15
ITA-Serie A,2526,Pisa,Gabriele Piccinini,0.0,0.0,ITA,0.0,20
ITA-Serie A,2526,Pisa,Giovanni Bonfanti,0.0,0.0,ITA,0.0,11
ITA-Serie A,2526,Pisa,Henrik Meister,0.12,0.0,DEN,0.12,28
ITA-Serie A,2526,Pisa,Idrissa Touré,0.04,0.0,GER,0.04,46
ITA-Serie A,2526,Pisa,Juan Cuadrado,0.18,0.0,COL,0.18,9
ITA-Serie A,2526,Pisa,M'Bala Nzola,0.26,0.0,ANG,0.26,15
ITA-Serie A,2526,Pisa,Malthe Hojholt,0.0,0.0,DEN,0.0,23
ITA-Serie A,2526,Pisa,Marius Marin,0.0,0.0,ROU,0.0,22
ITA-Serie A,2526,Pisa,Mattéo Tramoni,0.11,0.11,FRA,0.23,35
ITA-Serie A,2526,Pisa,Mehdi Léris,0.09,0.14,ALG,0.24,42
ITA-Serie A,2526,Pisa,Michel Aebischer,0.03,0.06,SUI,0.09,49
ITA-Serie A,2526,Pisa,Nícolas Andrade,0.0,0.0,BRA,0.0,14
ITA-Serie A,2526,Pisa,Raúl Albiol,0.0,0.18,ESP,0.18,11
ITA-Serie A,2526,Pisa,Rosen Bozhinov,0.0,0.0,BUL,0.0,10
ITA-Serie A,2526,Pisa,Samuele Angori,0.0,0.07,ITA,0.07,52
ITA-Serie A,2526,Pisa,Simone Canestrelli,0.03,0.0,ITA,0.03,65
ITA-Serie A,2526,Pisa,Simone Scuffet,0.0,0.0,ITA,0.0,15
ITA-Serie A,2526,Pisa,Stefano Moreo,0.27,0.04,ITA,0.31,51
ITA-Serie A,2526,Pisa,İsak Vural,0.0,0.0,TUR,0.0,16
ITA-Serie A,2526,Roma,Bryan Cristante,0.06,0.03,ITA,0.09,26
ITA-Serie A,2526,Roma,Daniele Ghilardi,0.0,0.0,ITA,0.0,15
ITA-Serie A,2526,Roma,Devyne Rensch,0.08,0.3,NED,0.38,15
ITA-Serie A,2526,Roma,Donyell Malen,0.86,0.12,NED,0.98,17
ITA-Serie A,2526,Roma,Evan Ferguson,0.35,0.23,IRL,0.58,6
ITA-Serie A,2526,Roma,Gianluca Mancini,0.12,0.06,ITA,0.18,26
ITA-Serie A,2526,Roma,Jan Ziółkowski,0.0,0.0,POL,0.0,5
ITA-Serie A,2526,Roma,Kostas Tsimikas,0.0,0.0,GRE,0.0,7
ITA-Serie A,2526,Roma,Lorenzo Pellegrini,0.25,0.12,ITA,0.37,14
ITA-Serie A,2526,Roma,Manu Koné,0.07,0.11,FRA,0.18,20
ITA-Serie A,2526,Roma,Mario Hermoso,0.13,0.09,ESP,0.22,17
ITA-Serie A,2526,Roma,Matìas Soulé,0.25,0.21,ARG,0.46,17
ITA-Serie A,2526,Roma,Mile Svilar,0.0,0.0,SRB,0.0,31
ITA-Serie A,2526,Roma,Neil El Aynaoui,0.09,0.18,MAR,0.27,11
ITA-Serie A,2526,Roma,Niccolò Pisilli,0.14,0.28,ITA,0.42,16
ITA-Serie A,2526,Roma,Obite N'Dicka,0.1,0.0,CIV,0.1,25
ITA-Serie A,2526,Roma,Paulo Dybala,0.13,0.4,ARG,0.53,10
ITA-Serie A,2526,Roma,Stephan El Shaarawy,0.14,0.27,ITA,0.41,3
ITA-Serie A,2526,Roma,Wesley,0.18,0.0,BRA,0.18,17
ITA-Serie A,2526,Roma,Zeki Çelik,0.03,0.07,TUR,0.1,27
ITA-Serie A,2526,Sassuolo,Alieu Fadera,0.18,0.09,GAM,0.27,11
ITA-Serie A,2526,Sassuolo,Andrea Pinamonti,0.32,0.11,ITA,0.42,39
ITA-Serie A,2526,Sassuolo,Arijanet Muric,0.0,0.0,KVX,0.0,43
ITA-Serie A,2526,Sassuolo,Armand Lauriente,0.24,0.31,FRA,0.56,38
ITA-Serie A,2526,Sassuolo,Aster Vranckx,0.0,0.0,BEL,0.0,9
ITA-Serie A,2526,Sassuolo,Cristian Volpato,0.17,0.34,ITA,0.51,14
ITA-Serie A,2526,Sassuolo,Domenico Berardi,0.37,0.18,ITA,0.55,30
ITA-Serie A,2526,Sassuolo,Fali Candé,0.0,0.0,GNB,0.0,6
ITA-Serie A,2526,Sassuolo,Ismaël Koné,0.2,0.0,CAN,0.2,39
ITA-Serie A,2526,Sassuolo,Jay Idzes,0.0,0.0,IDN,0.0,42
ITA-Serie A,2526,Sassuolo,Josh Doig,0.0,0.0,SCO,0.0,31
ITA-Serie A,2526,Sassuolo,Kristian Thorstvedt,0.15,0.15,NOR,0.29,36
ITA-Serie A,2526,Sassuolo,Luca Lipani,0.0,0.09,ITA,0.09,14
ITA-Serie A,2526,Sassuolo,M'Bala Nzola,0.19,0.19,ANG,0.38,7
ITA-Serie A,2526,Sassuolo,Nemanja Matić,0.03,0.03,SRB,0.07,39
ITA-Serie A,2526,Sassuolo,Sebastian Walukiewicz,0.0,0.03,POL,0.03,40
ITA-Serie A,2526,Sassuolo,Stefano Turati,0.0,0.0,ITA,0.0,7
ITA-Serie A,2526,Sassuolo,Tarik Muharemovic,0.06,0.06,BIH,0.13,46
ITA-Serie A,2526,Sassuolo,Ulisses Garcia,0.1,0.19,SUI,0.29,10
ITA-Serie A,2526,Sassuolo,Woyo Coulibaly,0.0,0.0,MLI,0.0,16
ITA-Serie A,2526,Torino,Adrien Tameze,0.0,0.0,CMR,0.0,26
ITA-Serie A,2526,Torino,Alberto Paleari,0.0,0.0,ITA,0.0,45
ITA-Serie A,2526,Torino,Ardian Ismajli,0.0,0.05,ALB,0.05,28
ITA-Serie A,2526,Torino,Cesare Casadei,0.27,0.0,ITA,0.27,36
ITA-Serie A,2526,Torino,Che Adams,0.29,0.1,SCO,0.38,30
ITA-Serie A,2526,Torino,Cristiano Biraghi,0.0,0.0,ITA,0.0,11
ITA-Serie A,2526,Torino,Cyril Ngonge,0.09,0.09,BEL,0.18,20
ITA-Serie A,2526,Torino,Duván Zapata,0.24,0.08,COL,0.33,22
ITA-Serie A,2526,Torino,Emirhan İlkhan,0.09,0.18,TUR,0.27,25
ITA-Serie A,2526,Torino,Enzo Ebosse,0.0,0.08,CMR,0.08,18
ITA-Serie A,2526,Torino,Franco Israel,0.0,0.0,URU,0.0,18
ITA-Serie A,2526,Torino,Giovanni Simeone,0.44,0.0,ARG,0.44,37
ITA-Serie A,2526,Torino,Guillermo Maripán,0.08,0.0,CHI,0.08,37
ITA-Serie A,2526,Torino,Gvidas Gineitis,0.0,0.05,LTU,0.05,32
ITA-Serie A,2526,Torino,Kristjan Asllani,0.0,0.0,ALB,0.0,20
ITA-Serie A,2526,Torino,Luca Marianucci,0.0,0.0,ITA,0.0,10
ITA-Serie A,2526,Torino,Marcus Pedersen,0.04,0.08,NOR,0.13,35
ITA-Serie A,2526,Torino,Matteo Prati,0.0,0.15,ITA,0.15,10
ITA-Serie A,2526,Torino,Nikola Vlašić,0.24,0.09,CRO,0.33,57
ITA-Serie A,2526,Torino,Rafel Obrador,0.08,0.24,ESP,0.32,20
ITA-Serie A,2526,Torino,Saúl Coco,0.03,0.03,EQG,0.06,55
ITA-Serie A,2526,Torino,Valentino Lazaro,0.0,0.08,AUT,0.08,48
ITA-Serie A,2526,Torino,Zakaria Aboukhlal,0.0,0.0,MAR,0.0,11
ITA-Serie A,2526,Udinese,Adam Buksa,0.29,0.0,POL,0.29,14
ITA-Serie A,2526,Udinese,Alessandro Zanoli,0.07,0.14,ITA,0.21,18
ITA-Serie A,2526,Udinese,Arthur Atta,0.18,0.11,FRA,0.28,36
ITA-Serie A,2526,Udinese,Christian Kabasele,0.12,0.0,BEL,0.12,29
ITA-Serie A,2526,Udinese,Hassane Kamara,0.0,0.1,CIV,0.1,26
ITA-Serie A,2526,Udinese,Jakub Piotrowski,0.05,0.05,POL,0.11,23
ITA-Serie A,2526,Udinese,Jesper Karlström,0.03,0.0,SWE,0.03,45
ITA-Serie A,2526,Udinese,Jordan Zemura,0.0,0.08,ZIM,0.08,16
ITA-Serie A,2526,Udinese,Jurgen Ekkelenkamp,0.21,0.12,NED,0.33,30
ITA-Serie A,2526,Udinese,Keinan Davis,0.44,0.17,ENG,0.61,28
ITA-Serie A,2526,Udinese,Kingsley Ehizibue,0.1,0.0,NED,0.1,23
ITA-Serie A,2526,Udinese,Lennon Miller,0.0,0.18,SCO,0.18,14
ITA-Serie A,2526,Udinese,Maduka Okoye,0.0,0.0,NGA,0.0,32
ITA-Serie A,2526,Udinese,Nicolò Bertola,0.0,0.05,ITA,0.05,25
ITA-Serie A,2526,Udinese,Nicolò Zaniolo,0.2,0.24,ITA,0.44,27
ITA-Serie A,2526,Udinese,Oier Zarraga,0.0,0.0,ESP,0.0,10
ITA-Serie A,2526,Udinese,Oumar Solet,0.09,0.03,FRA,0.12,42
ITA-Serie A,2526,Udinese,Razvan Sava,0.0,0.0,ROU,0.0,14
ITA-Serie A,2526,Udinese,Thomas Kristensen,0.11,0.0,DEN,0.11,31
ITA-Serie A,2526,Udinese,Vakoun Bayo,0.0,0.4,CIV,0.4,11
,2526,Augsburg,Alexis Claude-Maurice,0.21,0.17,FRA,0.39,43
,2526,Augsburg,Anton Kade,0.31,0.0,GER,0.31,35
,2526,Augsburg,Arthur Chaves,0.22,0.0,BRA,0.22,15
,2526,Augsburg,Cedric Zesiger,0.0,0.0,SUI,0.0,40
,2526,Augsburg,Chrislain Matsima,0.06,0.06,FRA,0.12,33
,2526,Augsburg,Dimitris Giannoulis,0.1,0.24,GRE,0.33,39
,2526,Augsburg,Elias Saad,0.0,0.0,TUN,0.0,14
,2526,Augsburg,Elvis Rexhbeçaj,0.16,0.0,KVX,0.16,21
,2526,Augsburg,Fabian Rieder,0.23,0.12,SUI,0.35,53
,2526,Augsburg,Finn Dahmen,0.0,0.0,GER,0.0,61
,2526,Augsburg,Han-Noah Massengo,0.07,0.04,FRA,0.11,52
,2526,Augsburg,Jeffrey Gouweleeuw,0.0,0.11,NED,0.11,20
,2526,Augsburg,Keven Schlotterbeck,0.0,0.04,GER,0.04,36
,2526,Augsburg,Kristijan Jakić,0.11,0.05,CRO,0.16,27
,2526,Augsburg,Marius Wolf,0.09,0.09,GER,0.18,19
,2526,Augsburg,Mert Kömür,0.12,0.25,GER,0.37,28
,2526,Augsburg,Michael Gregoritsch,0.59,0.2,AUT,0.79,14
,2526,Augsburg,Noahkai Banks,0.05,0.05,USA,0.1,31
,2526,Augsburg,Robin Fellhauer,0.1,0.06,GER,0.16,56
,2526,Augsburg,Rodrigo Ribeiro,0.28,0.0,POR,0.28,13
,2526,Bayern Munich,Aleksandar Pavlovic,0.18,0.06,GER,0.25,26
,2526,Bayern Munich,Alphonso Davies,0.17,0.51,CAN,0.69,8
,2526,Bayern Munich,Dayot Upamecano,0.05,0.05,FRA,0.1,19
,2526,Bayern Munich,Harry Kane,1.36,0.19,ENG,1.55,26
,2526,Bayern Munich,Hiroki Ito,0.1,0.2,JPN,0.29,14
,2526,Bayern Munich,Jamal Musiala,0.4,0.53,GER,0.92,10
,2526,Bayern Munich,Jonas Urbig,0.0,0.0,GER,0.0,15
,2526,Bayern Munich,Jonathan Tah,0.09,0.04,GER,0.13,23
,2526,Bayern Munich,Joshua Kimmich,0.08,0.32,GER,0.39,25
,2526,Bayern Munich,Josip Stanišić,0.1,0.15,CRO,0.24,23
,2526,Bayern Munich,Kim Min-jae,0.06,0.06,KOR,0.11,21
,2526,Bayern Munich,Konrad Laimer,0.14,0.41,AUT,0.54,20
,2526,Bayern Munich,Lennart Karl,0.35,0.35,GER,0.7,14
,2526,Bayern Munich,Leon Goretzka,0.23,0.14,GER,0.37,20
,2526,Bayern Munich,Luis Díaz,0.55,0.51,COL,1.07,29
,2526,Bayern Munich,Manuel Neuer,0.0,0.0,GER,0.0,20
,2526,Bayern Munich,Michael Olise,0.58,0.74,FRA,1.32,25
,2526,Bayern Munich,Nicolas Jackson,0.71,0.09,SEN,0.8,11
,2526,Bayern Munich,Raphaël Guerreiro,0.57,0.23,POR,0.8,7
,2526,Bayern Munich,Sacha Boey,0.0,0.0,FRA,0.0,3
,2526,Bayern Munich,Serge Gnabry,0.59,0.44,GER,1.03,14
,2526,Bayern Munich,Tom Bischof,0.21,0.21,GER,0.41,13
,2526,Dortmund,Carney Chukwuemeka,0.2,0.0,AUT,0.2,7
,2526,Dortmund,Daniel Svensson,0.07,0.07,SWE,0.15,28
,2526,Dortmund,Emre Can,0.43,0.0,GER,0.43,8
,2526,Dortmund,Felix Nmecha,0.08,0.12,GER,0.21,28
,2526,Dortmund,Fábio Silva,0.22,0.66,POR,0.88,10
,2526,Dortmund,Gregor Kobel,0.0,0.0,SUI,0.0,34
,2526,Dortmund,Jobe Bellingham,0.0,0.05,ENG,0.05,20
,2526,Dortmund,Julian Brandt,0.39,0.22,GER,0.62,18
,2526,Dortmund,Julian Ryerson,0.0,0.6,NOR,0.6,21
,2526,Dortmund,Karim Adeyemi,0.53,0.3,GER,0.83,14
,2526,Dortmund,Luca Reggiani,0.18,0.0,ITA,0.18,7
,2526,Dortmund,Marcel Sabitzer,0.05,0.1,AUT,0.15,22
,2526,Dortmund,Maximilian Beier,0.4,0.27,GER,0.67,18
,2526,Dortmund,Nico Schlotterbeck,0.18,0.04,GER,0.21,29
,2526,Dortmund,Niklas Süle,0.0,0.19,GER,0.19,7
,2526,Dortmund,Pascal Groß,0.0,0.15,GER,0.15,5
,2526,Dortmund,Ramy Bensebaini,0.29,0.12,ALG,0.41,13
,2526,Dortmund,Serhou Guirassy,0.65,0.04,GUI,0.69,22
,2526,Dortmund,Waldemar Anton,0.06,0.0,GER,0.06,33
,2526,Dortmund,Yan Couto,0.18,0.18,BRA,0.36,14
,2526,Eintracht Frankfurt,Ansgar Knauff,0.27,0.07,GER,0.34,26
,2526,Eintracht Frankfurt,Arnaud Kalimuendo,0.38,0.06,FRA,0.44,31
,2526,Eintracht Frankfurt,Arthur Theate,0.04,0.0,BEL,0.04,52
,2526,Eintracht Frankfurt,Aurele Amenda,0.0,0.0,SUI,0.0,34
,2526,Eintracht Frankfurt,Ayoube Amaimouni,0.31,0.46,MAR,0.77,11
,2526,Eintracht Frankfurt,Can Uzun,0.62,0.31,TUR,0.93,27
,2526,Eintracht Frankfurt,Ellyes Skhiri,0.0,0.0,TUN,0.0,36
