league,season,team,player,goals_p90,assists_p90,selection,ga
ENG-Premier League,2526,Newcastle United,William Osula,0.77,0.0,DEN,0.7692307692307693
ENG-Premier League,2526,Newcastle United,Yoane Wissa,0.17,0.0,COD,0.1694915254237288
ENG-Premier League,2526,Nottingham Forest,Callum Hudson-Odoi,0.15,0.2,ENG,0.34220532319391633
ENG-Premier League,2526,Nottingham Forest,Chris Wood,0.3,0.0,NZL,0.29966703662597116
ENG-Premier League,2526,Nottingham Forest,Dan Ndoye,0.08,0.08,SUI,0.1534526854219949
ENG-Premier League,2526,Nottingham Forest,Dilane Bakwa,0.0,0.33,FRA,0.325497287522604
ENG-Premier League,2526,Nottingham Forest,Elliot Anderson,0.11,0.11,ENG,0.2161513059141399
ENG-Premier League,2526,Nottingham Forest,Ibrahim Sangaré,0.09,0.09,CIV,0.17349397590361446
ENG-Premier League,2526,Nottingham Forest,Igor Jesus,0.23,0.16,BRA,0.39164490861618795
ENG-Premier League,2526,Nottingham Forest,Jair Cunha,0.0,0.0,BRA,0.0
ENG-Premier League,2526,Nottingham Forest,Matz Sels,0.0,0.0,BEL,0.0
ENG-Premier League,2526,Nottingham Forest,Morato,0.07,0.0,BRA,0.06691449814126393
ENG-Premier League,2526,Nottingham Forest,Morgan Gibbs-White,0.44,0.12,ENG,0.5521472392638037
ENG-Premier League,2526,Nottingham Forest,Murillo,0.04,0.0,BRA,0.04225352112676056
ENG-Premier League,2526,Nottingham Forest,Neco Williams,0.06,0.08,WAL,0.14044943820224717
ENG-Premier League,2526,Nottingham Forest,Nicolás Domínguez,0.08,0.08,ARG,0.15319148936170213
ENG-Premier League,2526,Nottingham Forest,Nicolò Savona,0.18,0.0,ITA,0.17509727626459143
ENG-Premier League,2526,Nottingham Forest,Nikola Milenković,0.0,0.0,SRB,0.0
ENG-Premier League,2526,Nottingham Forest,Ola Aina,0.0,0.0,NGA,0.0
ENG-Premier League,2526,Nottingham Forest,Omari Hutchinson,0.05,0.27,ENG,0.31990521327014215
ENG-Premier League,2526,Nottingham Forest,Ryan Yates,0.0,0.29,ENG,0.29173419773095627
ENG-Premier League,2526,Nottingham Forest,Taiwo Awoniyi,0.73,0.18,NGA,0.9109311740890689
ENG-Premier League,2526,Sunderland,Bertrand Traoré,0.14,0.0,BFA,0.14240506329113925
ENG-Premier League,2526,Sunderland,Brian Brobbey,0.33,0.05,NED,0.37363777893098077
ENG-Premier League,2526,Sunderland,Chemsdine Talbi,0.23,0.06,MAR,0.2882767456758488
ENG-Premier League,2526,Sunderland,Chris Rigg,0.12,0.12,ENG,0.23653088042049933
ENG-Premier League,2526,Sunderland,Daniel Ballard,0.08,0.0,NIR,0.08375988832014891
ENG-Premier League,2526,Sunderland,Eliezer Mayenda,0.24,0.0,ESP,0.23715415019762845
ENG-Premier League,2526,Sunderland,Enzo Le Fée,0.15,0.18,FRA,0.3378839590443686
ENG-Premier League,2526,Sunderland,Granit Xhaka,0.03,0.19,SUI,0.21694214876033058
ENG-Premier League,2526,Sunderland,Habib Diarra,0.13,0.13,SEN,0.25622775800711745
ENG-Premier League,2526,Sunderland,Luke O'Nien,0.0,0.16,ENG,0.15817223198594024
ENG-Premier League,2526,Sunderland,Lutsharel Geertruida,0.0,0.0,NED,0.0
ENG-Premier League,2526,Sunderland,Noah Sadiki,0.0,0.03,COD,0.03115264797507788
ENG-Premier League,2526,Sunderland,Nordi Mukiele,0.1,0.1,FRA,0.1939655172413793
ENG-Premier League,2526,Sunderland,Omar Alderete,0.03,0.03,PAR,0.06433166547533953
ENG-Premier League,2526,Sunderland,Reinildo Mandava,0.0,0.05,MOZ,0.04577822990844354
ENG-Premier League,2526,Sunderland,Robin Roefs,0.0,0.0,NED,0.0
ENG-Premier League,2526,Sunderland,Simon Adingra,0.14,0.0,CIV,0.13782542113323124
ENG-Premier League,2526,Sunderland,Trai Hume,0.06,0.03,NIR,0.08893280632411067
ENG-Premier League,2526,Sunderland,Wilson Isidor,0.46,0.0,HAI,0.463519313304721
ENG-Premier League,2526,Tottenham Hotspur,Antonín Kinský,0.0,0.0,CZE,0.0
ENG-Premier League,2526,Tottenham Hotspur,Archie Gray,0.12,0.12,ENG,0.2435723951285521
ENG-Premier League,2526,Tottenham Hotspur,Brennan Johnson,0.3,0.0,WAL,0.29508196721311475
ENG-Premier League,2526,Tottenham Hotspur,Conor Gallagher,0.08,0.08,ENG,0.15202702702702703
ENG-Premier League,2526,Tottenham Hotspur,Cristian Romero,0.19,0.05,ARG,0.24089935760171305
ENG-Premier League,2526,Tottenham Hotspur,Destiny Udogie,0.0,0.07,ITA,0.06721433905899925
ENG-Premier League,2526,Tottenham Hotspur,Djed Spence,0.0,0.0,ENG,0.0
ENG-Premier League,2526,Tottenham Hotspur,Dominic Solanke,0.27,0.0,ENG,0.26973026973026976
ENG-Premier League,2526,Tottenham Hotspur,Guglielmo Vicario,0.0,0.0,ITA,0.0
ENG-Premier League,2526,Tottenham Hotspur,João Palhinha,0.2,0.08,POR,0.286493860845839
ENG-Premier League,2526,Tottenham Hotspur,Kevin Danso,0.0,0.0,AUT,0.0
ENG-Premier League,2526,Tottenham Hotspur,Lucas Bergvall,0.09,0.28,SWE,0.3730569948186529
ENG-Premier League,2526,Tottenham Hotspur,Mathys Tel,0.27,0.07,FRA,0.3335804299481097
ENG-Premier League,2526,Tottenham Hotspur,Micky van de Ven,0.12,0.03,NED,0.14797763893456098
ENG-Premier League,2526,Tottenham Hotspur,Mohammed Kudus,0.12,0.29,GHA,0.4104234527687296
ENG-Premier League,2526,Tottenham Hotspur,Pape Matar Sarr,0.13,0.26,SEN,0.3865425912670007
ENG-Premier League,2526,Tottenham Hotspur,Pedro Porro,0.03,0.06,ESP,0.09656652360515021
ENG-Premier League,2526,Tottenham Hotspur,Radu Drăgușin,0.0,0.0,ROU,0.0
ENG-Premier League,2526,Tottenham Hotspur,Randal Kolo Muani,0.05,0.05,FRA,0.10817307692307693
ENG-Premier League,2526,Tottenham Hotspur,Richarlison,0.5,0.18,BRA,0.6873727087576375
ENG-Premier League,2526,Tottenham Hotspur,Rodrigo Bentancur,0.05,0.05,URU,0.09559214020180563
ENG-Premier League,2526,Tottenham Hotspur,Wilson Odobert,0.0,0.18,FRA,0.18274111675126903
ENG-Premier League,2526,Tottenham Hotspur,Xavi Simons,0.1,0.26,NED,0.358974358974359
ENG-Premier League,2526,Tottenham Hotspur,Yves Bissouma,0.0,0.0,MLI,0.0
ENG-Premier League,2526,West Ham United,Aaron Wan-Bissaka,0.0,0.09,COD,0.08649687650168188
ENG-Premier League,2526,West Ham United,Alphonse Areola,0.0,0.05,FRA,0.05
ENG-Premier League,2526,West Ham United,Axel Disasi,0.0,0.0,FRA,0.0
ENG-Premier League,2526,West Ham United,Callum Wilson,0.5,0.07,ENG,0.5755395683453237
ENG-Premier League,2526,West Ham United,Crysencio Summerville,0.18,0.07,NED,0.2550607287449393
ENG-Premier League,2526,West Ham United,El Hadji Malick Diouf,0.0,0.17,SEN,0.1662356852604359
ENG-Premier League,2526,West Ham United,Freddie Potts,0.0,0.08,ENG,0.07685738684884715
ENG-Premier League,2526,West Ham United,Jarrod Bowen,0.24,0.29,ENG,0.5289450484866295
ENG-Premier League,2526,West Ham United,Jean-Clair Todibo,0.0,0.05,FRA,0.04961411245865491
ENG-Premier League,2526,West Ham United,Konstantinos Mavropanos,0.11,0.0,GRE,0.10655090765588003
ENG-Premier League,2526,West Ham United,Kyle Walker-Peters,0.07,0.0,ENG,0.0650759219088937
ENG-Premier League,2526,West Ham United,Lucas Paquetá,0.24,0.06,BRA,0.29781601588352086
ENG-Premier League,2526,West Ham United,Mads Hermansen,0.0,0.06,DEN,0.05555555555555555
ENG-Premier League,2526,West Ham United,Mateus Fernandes,0.09,0.12,POR,0.2088859416445623
ENG-Premier League,2526,West Ham United,Max Kilman,0.0,0.0,ENG,0.0
ENG-Premier League,2526,West Ham United,Oliver Scarles,0.0,0.0,ENG,0.0
ENG-Premier League,2526,West Ham United,Pablo,0.0,0.11,BRA,0.10935601458080195
ENG-Premier League,2526,West Ham United,Soungoutou Magassa,0.09,0.0,FRA,0.09174311926605504
ENG-Premier League,2526,West Ham United,Tomáš Souček,0.2,0.0,CZE,0.20454545454545456
ENG-Premier League,2526,West Ham United,Valentín Castellanos,0.39,0.0,ARG,0.3901734104046243
ENG-Premier League,2526,Wolves,Adam Armstrong,0.16,0.16,ENG,0.31578947368421056
ENG-Premier League,2526,Wolves,André,0.03,0.0,BRA,0.03258508327299058
ENG-Premier League,2526,Wolves,Angel Gomes,0.0,0.0,ENG,0.0
ENG-Premier League,2526,Wolves,David Møller Wolfe,0.0,0.17,NOR,0.17159199237368924
ENG-Premier League,2526,Wolves,Emmanuel Agbadou,0.0,0.0,CIV,0.0
ENG-Premier League,2526,Wolves,Hugo Bueno,0.04,0.08,ESP,0.11411665257819105
ENG-Premier League,2526,Wolves,Hwang Hee-chan,0.12,0.12,KOR,0.24896265560165975
ENG-Premier League,2526,Wolves,Jackson Tchatchoua,0.0,0.05,CMR,0.04878048780487805
ENG-Premier League,2526,Wolves,Jean-Ricner Bellegarde,0.07,0.07,HAI,0.14423076923076922
ENG-Premier League,2526,Wolves,Jhon Arias,0.08,0.0,COL,0.0800711743772242
ENG-Premier League,2526,Wolves,José Sá,0.0,0.0,POR,0.0
ENG-Premier League,2526,Wolves,João Gomes,0.03,0.03,BRA,0.06362672322375397
ENG-Premier League,2526,Wolves,Jørgen Strand Larsen,0.06,0.06,NOR,0.12820512820512822
ENG-Premier League,2526,Wolves,Ladislav Krejčí,0.08,0.04,CZE,0.11460101867572156
ENG-Premier League,2526,Wolves,Marshall Munetsi,0.1,0.1,ZIM,0.20571428571428574
ENG-Premier League,2526,Wolves,Mateus Mane,0.15,0.05,POR,0.20055710306406688
ENG-Premier League,2526,Wolves,Matt Doherty,0.0,0.0,IRL,0.0
ENG-Premier League,2526,Wolves,Rodrigo Gomes,0.28,0.0,POR,0.28125
ENG-Premier League,2526,Wolves,Sam Johnstone,0.0,0.0,ENG,0.0
ENG-Premier League,2526,Wolves,Santiago Bueno,0.11,0.04,URU,0.1410105757931845
ENG-Premier League,2526,Wolves,Tolu Arokodare,0.19,0.06,NGA,0.2536997885835095
ENG-Premier League,2526,Wolves,Toti Gomes,0.0,0.0,POR,0.0
ENG-Premier League,2526,Wolves,Yerson Mosquera,0.0,0.0,COL,0.0
ESP-La Liga,2526,Alavés,Abde Rebbach,0.06,0.24,ALG,0.30080213903743314
ESP-La Liga,2526,Alavés,Ander Guevara,0.14,0.14,ESP,0.27522935779816515
ESP-La Liga,2526,Alavés,Antonio Blanco,0.06,0.09,ESP,0.14469453376205788
ESP-La Liga,2526,Alavés,Antonio Sivera,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Alavés,Calebe,0.0,0.0,BRA,0.0
ESP-La Liga,2526,Alavés,Carles Aleñá,0.0,0.18,ESP,0.18099547511312217
ESP-La Liga,2526,Alavés,Carlos Vicente,0.36,0.0,ESP,0.35771065182829886
ESP-La Liga,2526,Alavés,Denis Suárez,0.06,0.13,ESP,0.19203413940256045
ESP-La Liga,2526,Alavés,Facundo Garcés,0.0,0.0,MAS,0.0
ESP-La Liga,2526,Alavés,Ibrahim Diabaté,0.31,0.0,CIV,0.31141868512110726
ESP-La Liga,2526,Alavés,Jon Guridi,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Alavés,Jon Pacheco,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Alavés,Jonny Castro,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Alavés,Lucas Boyé,0.51,0.05,ARG,0.5515832482124616
ESP-La Liga,2526,Alavés,Nahuel Tenaglia,0.06,0.0,ARG,0.05557270762581044
ESP-La Liga,2526,Alavés,Pablo Ibáñez,0.04,0.04,ESP,0.08050089445438283
ESP-La Liga,2526,Alavés,Toni Martínez,0.46,0.1,ESP,0.5637435519528371
ESP-La Liga,2526,Alavés,Victor Parada,0.0,0.13,ESP,0.12581547064305684
ESP-La Liga,2526,Alavés,Youssef Lekhedim,0.0,0.07,ESP,0.06741573033707865
ESP-La Liga,2526,Alavés,Ángel Pérez,0.07,0.21,ESP,0.2795031055900621
ESP-La Liga,2526,Athletic Club,Adama Boiro,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Athletic Club,Aitor Paredes,0.11,0.0,ESP,0.11042944785276074
ESP-La Liga,2526,Athletic Club,Alejandro Rego,0.07,0.07,ESP,0.14073494917904614
ESP-La Liga,2526,Athletic Club,Andoni Gorosabel,0.0,0.07,ESP,0.0661764705882353
ESP-La Liga,2526,Athletic Club,Aymeric Laporte,0.0,0.04,ESP,0.043731778425655975
ESP-La Liga,2526,Athletic Club,Daniel Vivian,0.04,0.0,ESP,0.03510140405616225
ESP-La Liga,2526,Athletic Club,Gorka Guruzeta,0.38,0.11,ESP,0.4951333051206094
ESP-La Liga,2526,Athletic Club,Iñaki Williams,0.13,0.25,GHA,0.37552155771905427
ESP-La Liga,2526,Athletic Club,Iñigo Lekue,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Athletic Club,Iñigo Ruiz de Galarreta,0.04,0.08,ESP,0.12239347234814142
ESP-La Liga,2526,Athletic Club,Jesús Areso,0.0,0.06,ESP,0.0597609561752988
ESP-La Liga,2526,Athletic Club,Mikel Jauregizar,0.06,0.0,ESP,0.06358177322500883
ESP-La Liga,2526,Athletic Club,Mikel Vesga,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Athletic Club,Nico Williams,0.32,0.16,ESP,0.48387096774193544
ESP-La Liga,2526,Athletic Club,Oihan Sancet,0.2,0.0,ESP,0.20134228187919462
ESP-La Liga,2526,Athletic Club,Roberto Navarro,0.41,0.07,ESP,0.4820198928844682
ESP-La Liga,2526,Athletic Club,Unai Gómez,0.1,0.1,ESP,0.1923076923076923
ESP-La Liga,2526,Athletic Club,Unai Simón,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Athletic Club,Yeray Álvarez,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Athletic Club,Yuri Berchiche,0.0,0.2,ESP,0.19963031423290203
ESP-La Liga,2526,Athletic Club,Álex Berenguer,0.08,0.13,ESP,0.20891364902506965
ESP-La Liga,2526,Atlético Madrid,Ademola Lookman,0.58,0.0,NGA,0.5834683954619125
ESP-La Liga,2526,Atlético Madrid,Alexander Sørloth,0.59,0.0,NOR,0.5909090909090909
ESP-La Liga,2526,Atlético Madrid,Antoine Griezmann,0.43,0.24,FRA,0.6684672518568535
ESP-La Liga,2526,Atlético Madrid,Clément Lenglet,0.0,0.06,FRA,0.06470165348670022
ESP-La Liga,2526,Atlético Madrid,Conor Gallagher,0.27,0.0,ENG,0.2650957290132548
ESP-La Liga,2526,Atlético Madrid,Dávid Hancko,0.0,0.07,SVK,0.07401315789473684
ESP-La Liga,2526,Atlético Madrid,Giuliano Simeone,0.17,0.26,ARG,0.4287756074321105
ESP-La Liga,2526,Atlético Madrid,Jan Oblak,0.0,0.0,SVN,0.0
ESP-La Liga,2526,Atlético Madrid,Johnny Cardoso,0.0,0.0,USA,0.0
ESP-La Liga,2526,Atlético Madrid,José María Giménez,0.0,0.08,URU,0.07640067911714771
ESP-La Liga,2526,Atlético Madrid,Juan Musso,0.0,0.0,ARG,0.0
ESP-La Liga,2526,Atlético Madrid,Julián Álvarez,0.38,0.19,ARG,0.5699208443271767
ESP-La Liga,2526,Atlético Madrid,Koke,0.08,0.08,ESP,0.16223524109959442
ESP-La Liga,2526,Atlético Madrid,Marc Pubill,0.07,0.07,ESP,0.13034033309196233
ESP-La Liga,2526,Atlético Madrid,Marcos Llorente,0.0,0.17,ESP,0.16506189821182943
ESP-La Liga,2526,Atlético Madrid,Matteo Ruggeri,0.0,0.15,ITA,0.15219842164599773
ESP-La Liga,2526,Atlético Madrid,Nahuel Molina,0.14,0.14,ARG,0.270473328324568
ESP-La Liga,2526,Atlético Madrid,Nicolás González,0.31,0.0,ARG,0.31077348066298344
ESP-La Liga,2526,Atlético Madrid,Obed Vargas,0.0,0.12,MEX,0.12162162162162163
ESP-La Liga,2526,Atlético Madrid,Pablo Barrios,0.05,0.05,ESP,0.10836845273931367
ESP-La Liga,2526,Atlético Madrid,Robin Le Normand,0.05,0.05,ESP,0.10061486864169927
ESP-La Liga,2526,Atlético Madrid,Thiago Almada,0.21,0.07,ARG,0.2745995423340961
ESP-La Liga,2526,Atlético Madrid,Álex Baena,0.12,0.17,ESP,0.2884615384615385
ESP-La Liga,2526,Barcelona,Alejandro Balde,0.0,0.1,ESP,0.09630818619582665
ESP-La Liga,2526,Barcelona,Dani Olmo,0.3,0.35,ESP,0.6531204644412192
ESP-La Liga,2526,Barcelona,Eric García,0.03,0.03,ESP,0.0661521499448732
ESP-La Liga,2526,Barcelona,Fermin López,0.3,0.45,ESP,0.7512520868113524
ESP-La Liga,2526,Barcelona,Ferrán Torres,0.73,0.09,ESP,0.8244274809160306
ESP-La Liga,2526,Barcelona,Frenkie de Jong,0.06,0.28,NED,0.33007334963325186
ESP-La Liga,2526,Barcelona,Gavi,0.0,0.16,ESP,0.15706806282722513
ESP-La Liga,2526,Barcelona,Gerard Martín,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Barcelona,Joan García,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Barcelona,João Cancelo,0.19,0.19,POR,0.37735849056603776
ESP-La Liga,2526,Barcelona,Jules Koundé,0.04,0.12,FRA,0.15922158337019018
ESP-La Liga,2526,Barcelona,Lamine Yamal,0.64,0.44,ESP,1.0742705570291777
ESP-La Liga,2526,Barcelona,Marc Bernal,0.23,0.11,ESP,0.34177215189873417
ESP-La Liga,2526,Barcelona,Marc Casado,0.0,0.09,ESP,0.0910010111223458
ESP-La Liga,2526,Barcelona,Marcus Rashford,0.41,0.36,ENG,0.7657402155416904
ESP-La Liga,2526,Barcelona,Pau Cubarsí,0.03,0.0,ESP,0.03329633740288568
ESP-La Liga,2526,Barcelona,Pedri,0.09,0.38,ESP,0.47053231939163503
ESP-La Liga,2526,Barcelona,Raphinha,0.85,0.2,BRA,1.0434782608695652
ESP-La Liga,2526,Barcelona,Robert Lewandowski,0.76,0.11,POL,0.8653846153846154
ESP-La Liga,2526,Barcelona,Ronald Araújo,0.25,0.0,URU,0.25210084033613445
ESP-La Liga,2526,Barcelona,Roony Bardghji,0.14,0.14,SWE,0.2777777777777778
ESP-La Liga,2526,Barcelona,Wojciech Szczęsny,0.0,0.0,POL,0.0
ESP-La Liga,2526,Celta Vigo,Borja Iglesias,0.66,0.09,ESP,0.7578947368421053
ESP-La Liga,2526,Celta Vigo,Bryan Zaragoza,0.08,0.08,ESP,0.15915119363395225
ESP-La Liga,2526,Celta Vigo,Carl Starfelt,0.0,0.0,SWE,0.0
ESP-La Liga,2526,Celta Vigo,Carlos Dominguez,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Celta Vigo,Fer López,0.08,0.08,ESP,0.15384615384615385
ESP-La Liga,2526,Celta Vigo,Ferran Jutglà,0.49,0.16,ESP,0.6537530266343826
ESP-La Liga,2526,Celta Vigo,Fran Beltrán,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Celta Vigo,Hugo Sotelo,0.0,0.13,ESP,0.13452914798206278
ESP-La Liga,2526,Celta Vigo,Hugo Álvarez,0.27,0.13,ESP,0.40298507462686567
ESP-La Liga,2526,Celta Vigo,Iago Aspas,0.39,0.24,ESP,0.6315789473684211
ESP-La Liga,2526,Celta Vigo,Ilaix Moriba,0.07,0.11,GUI,0.18036072144288579
ESP-La Liga,2526,Celta Vigo,Ionuț Radu,0.0,0.0,ROU,0.0
ESP-La Liga,2526,Celta Vigo,Javi Rodríguez,0.0,0.04,ESP,0.035183737294761534
ESP-La Liga,2526,Celta Vigo,Javi Rueda,0.13,0.38,ESP,0.5128205128205129
ESP-La Liga,2526,Celta Vigo,Jones El-Abdellaoui,0.26,0.0,MAR,0.2643171806167401
ESP-La Liga,2526,Celta Vigo,Joseph Aidoo,0.0,0.0,GHA,0.0
ESP-La Liga,2526,Celta Vigo,Manu Fernández,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Celta Vigo,Marcos Alonso,0.03,0.0,ESP,0.03251445086705202
ESP-La Liga,2526,Celta Vigo,Miguel Román,0.07,0.0,ESP,0.06864988558352403
ESP-La Liga,2526,Celta Vigo,Pablo Durán,0.13,0.13,ESP,0.25263157894736843
ESP-La Liga,2526,Celta Vigo,Sergio Carreira,0.07,0.03,ESP,0.10022271714922049
ESP-La Liga,2526,Celta Vigo,Williot Swedberg,0.35,0.35,SWE,0.7086614173228347
ESP-La Liga,2526,Celta Vigo,Yoel Lago,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Celta Vigo,Óscar Mingueza,0.05,0.18,ESP,0.22865853658536586
ESP-La Liga,2526,Elche,Adrià Pedrosa,0.08,0.08,ESP,0.1651376146788991
ESP-La Liga,2526,Elche,Aleix Febas,0.06,0.06,ESP,0.11392405063291139
ESP-La Liga,2526,Elche,André Silva,0.49,0.0,POR,0.48674959437533805
ESP-La Liga,2526,Elche,Buba Sangaré,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Elche,David Affengruber,0.03,0.03,AUT,0.061037639877924724
ESP-La Liga,2526,Elche,Germán Valera,0.13,0.16,ESP,0.28351417570878545
ESP-La Liga,2526,Elche,Gonzalo Villar,0.13,0.0,ESP,0.12534818941504178
ESP-La Liga,2526,Elche,Grady Diangana,0.1,0.0,COD,0.09719222462203023
ESP-La Liga,2526,Elche,Héctor Fort,0.37,0.37,ESP,0.7468879668049793
ESP-La Liga,2526,Elche,Iñaki Peña,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Elche,John Donald,0.14,0.0,ESP,0.13533834586466165
ESP-La Liga,2526,Elche,Josan,0.0,0.48,ESP,0.4778761061946903
ESP-La Liga,2526,Elche,Léo Pétrot,0.0,0.0,FRA,0.0
ESP-La Liga,2526,Elche,Marc Aguado,0.04,0.07,ESP,0.108
ESP-La Liga,2526,Elche,Martim Neto,0.13,0.33,POR,0.46770601336302897
ESP-La Liga,2526,Elche,Matías Dituro,0.0,0.0,ARG,0.0
ESP-La Liga,2526,Elche,Pedro Bigas,0.04,0.13,ESP,0.17450315075133302
ESP-La Liga,2526,Elche,Rafa Mir,0.4,0.0,ESP,0.39933444259567386
ESP-La Liga,2526,Elche,Rodrigo Mendoza,0.11,0.0,ESP,0.11335012594458438
ESP-La Liga,2526,Elche,Tete Morente,0.1,0.1,ESP,0.193756727664155
ESP-La Liga,2526,Elche,Víctor Chust,0.04,0.0,ESP,0.04155124653739612
ESP-La Liga,2526,Elche,Álvaro Núñez,0.0,0.11,ESP,0.1092896174863388
ESP-La Liga,2526,Elche,Álvaro Rodríguez,0.29,0.2,URU,0.4906860517946388
ESP-La Liga,2526,Espanyol,Carlos Romero,0.17,0.08,ESP,0.2538389219680351
ESP-La Liga,2526,Espanyol,Charles Pickel,0.13,0.0,COD,0.1272984441301273
ESP-La Liga,2526,Espanyol,Clemens Riedel,0.0,0.06,GER,0.06446991404011461
ESP-La Liga,2526,Espanyol,Edu Expósito,0.04,0.21,ESP,0.2497027348394768
ESP-La Liga,2526,Espanyol,Fernando Calero,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Espanyol,Javi Puado,0.27,0.0,ESP,0.26706231454005935
ESP-La Liga,2526,Espanyol,Jofre,0.1,0.0,ESP,0.0967741935483871
ESP-La Liga,2526,Espanyol,Kiké,0.42,0.05,ESP,0.4671280276816609
ESP-La Liga,2526,Espanyol,Leandro Cabrera,0.08,0.0,URU,0.08108108108108109
ESP-La Liga,2526,Espanyol,Marko Dmitrović,0.0,0.0,SRB,0.0
ESP-La Liga,2526,Espanyol,Omar El Hilali,0.0,0.06,MAR,0.06369426751592357
ESP-La Liga,2526,Espanyol,Pere Milla,0.32,0.05,ESP,0.3649265078560568
ESP-La Liga,2526,Espanyol,Pol Lozano,0.08,0.04,ESP,0.12517385257301808
ESP-La Liga,2526,Espanyol,Ramón Terrats,0.09,0.17,ESP,0.2621359223300971
ESP-La Liga,2526,Espanyol,Roberto Férnandez,0.26,0.11,ESP,0.3778337531486146
ESP-La Liga,2526,Espanyol,Rubén,0.0,0.11,ESP,0.11083743842364532
ESP-La Liga,2526,Espanyol,Tyrhys Dolan,0.07,0.19,ENG,0.2608695652173913
ESP-La Liga,2526,Espanyol,Urko González,0.0,0.03,ESP,0.03431185665268776
ESP-La Liga,2526,Getafe,Abdel Abqar,0.0,0.13,MAR,0.12526096033402923
ESP-La Liga,2526,Getafe,Adrián Liso,0.16,0.0,ESP,0.15863689776733256
ESP-La Liga,2526,Getafe,Allan Nyom,0.0,0.17,CMR,0.17208413001912046
ESP-La Liga,2526,Getafe,Borja Mayoral,0.34,0.09,ESP,0.4253308128544423
ESP-La Liga,2526,Getafe,David Soria,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Getafe,Davinchi,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Getafe,Diego Rico,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Getafe,Djené,0.0,0.0,TOG,0.0
ESP-La Liga,2526,Getafe,Domingos Duarte,0.03,0.03,POR,0.06158056790968184
ESP-La Liga,2526,Getafe,Iglesias,0.03,0.06,ESP,0.08477237048665621
ESP-La Liga,2526,Getafe,Javier Muñoz,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Getafe,Kiko Femenía,0.04,0.04,ESP,0.08964143426294821
ESP-La Liga,2526,Getafe,Luis Milla,0.03,0.28,ESP,0.3026597370834607
ESP-La Liga,2526,Getafe,Luis Vázquez,0.23,0.08,ARG,0.3015075376884422
ESP-La Liga,2526,Getafe,Mario Martín,0.08,0.04,ESP,0.12705882352941178
ESP-La Liga,2526,Getafe,Martin Satriano,0.34,0.06,URU,0.39301310043668125
ESP-La Liga,2526,Getafe,Mauro Arambarri,0.17,0.06,URU,0.22160664819944598
ESP-La Liga,2526,Getafe,Zaid Romero,0.07,0.0,ARG,0.06671608598962195
ESP-La Liga,2526,Getafe,Álex Sancris,0.0,0.13,ESP,0.1271186440677966
ESP-La Liga,2526,Girona,Alejandro Francés,0.0,0.16,ESP,0.16129032258064516
ESP-La Liga,2526,Girona,Arnau Martinez,0.07,0.1,ESP,0.16879219804951237
ESP-La Liga,2526,Girona,Axel Witsel,0.04,0.07,BEL,0.10688836104513064
ESP-La Liga,2526,Girona,Azzedine Ounahi,0.26,0.1,MAR,0.3579545454545454
ESP-La Liga,2526,Girona,Bryan Gil,0.0,0.17,ESP,0.17110266159695817
ESP-La Liga,2526,Girona,Claudio Echeverri,0.14,0.14,ARG,0.28846153846153844
ESP-La Liga,2526,Girona,Daley Blind,0.0,0.0,NED,0.0
ESP-La Liga,2526,Girona,Fran Beltrán,0.09,0.0,ESP,0.08893280632411067
ESP-La Liga,2526,Girona,Hugo Rincón,0.05,0.05,ESP,0.10285714285714287
ESP-La Liga,2526,Girona,Iván Martín,0.0,0.04,ESP,0.035545023696682464
ESP-La Liga,2526,Girona,Joel Roca,0.18,0.06,ESP,0.24439918533604887
ESP-La Liga,2526,Girona,Paulo Gazzaniga,0.0,0.0,ARG,0.0
ESP-La Liga,2526,Girona,Portu,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Girona,Thomas Lemar,0.21,0.07,FRA,0.2861685214626391
ESP-La Liga,2526,Girona,Viktor Tsyhankov,0.21,0.17,UKR,0.376425855513308
ESP-La Liga,2526,Girona,Vitor Reis,0.03,0.03,BRA,0.05736137667304015
ESP-La Liga,2526,Girona,Vladyslav Vanat,0.42,0.05,UKR,0.4634397528321318
ESP-La Liga,2526,Girona,Yaser Asprilla,0.0,0.0,COL,0.0
